label,protocol,m,stochastic_id,AUC_S1,AUC_S2,p_LCC_0.5,p_LCC_0.25,p_LCC_0.1,p_LCC_0.05,max_S2_over_N,p_at_max_S2
US Airlines,adap_betweenness,,1,0.2948636119322762,0.01971496237570542,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,2,0.2949307981725342,0.019752754635850547,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,3,0.29502317925288896,0.019794746036011793,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,4,0.29507356893308245,0.019740157215802173,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,5,0.29498538699274385,0.019803144316044043,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,6,0.2951449543133566,0.019769551195915044,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,7,0.2951659500134372,0.019761152915882797,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,8,0.2949140016124697,0.019769551195915044,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,9,0.2952541319537758,0.019710763235689297,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,10,0.2952793267938726,0.019794746036011793,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,11,0.2949265990325181,0.01978214861596342,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,12,0.2952415345337275,0.01977375033593117,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,13,0.29509876377317923,0.01979054689599567,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,14,0.2953003224939532,0.01984513571620529,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,15,0.29490140419242133,0.019740157215802173,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,16,0.29522053883364685,0.019815741736092417,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,17,0.2948636119322762,0.0197275597957538,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,18,0.2952037422735823,0.019836737436173042,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,19,0.2951407551733405,0.019815741736092417,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
US Airlines,adap_betweenness,,20,0.2950273783929051,0.019752754635850547,0.34099878567091685,0.4180327868852459,0.4544028103044496,0.46830601092896174,0.0696721311475409,0.4549180327868852
