node,adap_betweenness,adap_degree,betweenness,degree,random,seamless_mavg
93,0.6228148148148148,0.5270370370370371,0.8296296296296297,0.8444444444444444,0.49370370370370376,0.5891481481481482
94,0.6437037037037038,0.6777777777777778,0.5703703703703704,0.6222222222222222,0.5020740740740741,0.6719925925925926
95,0.6753333333333333,0.37133333333333335,0.2740740740740741,0.12592592592592594,0.5359259259259259,0.3723370370370371
96,0.6718518518518519,0.5581481481481482,0.5037037037037038,0.6296296296296297,0.552,0.5635111111111112
97,0.2734814814814815,0.3227407407407408,0.6296296296296297,0.6370370370370371,0.5059259259259259,0.34122592592592593
98,0.2048888888888889,0.1434814814814815,0.40740740740740744,0.362962962962963,0.5094814814814815,0.17671481481481482
99,0.6288888888888889,0.5062962962962962,0.562962962962963,0.6444444444444445,0.5312592592592593,0.5190814814814815
100,0.6555555555555556,0.6457777777777779,0.5555555555555556,0.6518518518518519,0.5009629629629629,0.646725925925926
101,0.6637037037037037,0.6337037037037037,0.362962962962963,0.6592592592592593,0.48340740740740745,0.6515148148148149
102,0.6442962962962964,0.7178518518518519,0.15555555555555556,0.6666666666666667,0.4850370370370371,0.7030037037037038
103,0.672962962962963,0.7272592592592594,0.25925925925925924,0.674074074074074,0.47814814814814816,0.7096703703703702
104,0.014814814814814815,0.0182962962962963,0.05925925925925926,0.022222222222222223,0.5321481481481481,0.03982592592592592
105,0.6752592592592592,0.6792592592592593,0.837037037037037,0.8518518518518519,0.5,0.6492259259259259
106,0.6733333333333335,0.5784444444444445,0.8444444444444444,0.8592592592592593,0.5180740740740741,0.5993296296296297
107,0.636,0.5666666666666667,0.5111111111111112,0.6814814814814815,0.47822222222222227,0.5693555555555555
108,0.6640740740740741,0.6381481481481482,0.8518518518518519,0.8666666666666667,0.5625925925925926,0.664437037037037
109,0.27355555555555555,0.3872592592592593,0.6,0.6888888888888889,0.4562962962962963,0.4310407407407407
110,0.6764444444444444,0.5559259259259259,0.8592592592592593,0.8740740740740741,0.5031111111111112,0.5722851851851852
111,0.6468888888888888,0.6524444444444445,0.8666666666666667,0.6962962962962963,0.5231111111111112,0.6607814814814814
112,0.11111111111111112,0.07881481481481482,0.3111111111111111,0.08148148148148149,0.4908888888888889,0.09018518518518519
113,0.6662962962962964,0.7404444444444445,0.8740740740740741,0.8814814814814815,0.5071111111111111,0.7267851851851851
114,0.06666666666666667,0.2559259259259259,0.21481481481481482,0.3703703703703704,0.5052592592592592,0.2797962962962963
115,0.27422222222222226,0.26407407407407407,0.674074074074074,0.7037037037037037,0.4868888888888889,0.28309259259259256
116,0.6544444444444444,0.7026666666666667,0.8814814814814815,0.888888888888889,0.5185925925925926,0.7228592592592593
117,0.6878518518518518,0.7626666666666666,0.888888888888889,0.8962962962962964,0.5211111111111111,0.7091481481481483
118,0.14074074074074075,0.152,0.2962962962962963,0.37777777777777777,0.5202222222222223,0.20296666666666668
119,0.669037037037037,0.7297037037037037,0.8962962962962964,0.9037037037037038,0.5287407407407407,0.7295851851851851
120,0.646,0.5680000000000001,0.3925925925925926,0.3851851851851852,0.4935555555555555,0.5272444444444444
