label,protocol,m,mean_AUC_S1,sd_AUC_S1,sem_AUC_S1,mean_AUC_S2,sd_AUC_S2,sem_AUC_S2,mean_p_LCC_0_5,sd_p_LCC_0_5,mean_p_LCC_0_25,sd_p_LCC_0_25,mean_p_LCC_0_1,sd_p_LCC_0_1,mean_p_LCC_0_05,sd_p_LCC_0_05,mean_max_S2_over_N,sd_max_S2_over_N,mean_p_at_max_S2,sd_p_at_max_S2,n
US Power Grid,seamless,8.0,0.03236651311030849,0.0009275824837651742,9.275824837651744e-05,0.002097789014903539,0.00037894921527802767,3.789492152780277e-05,0.03215107455445922,0.0018000795232711174,0.04117412179374605,0.0022755232053837406,0.047224555083837313,0.0028813052081359033,0.05366542780796656,0.003408341899150294,0.09245908483633931,0.02550049863218212,0.03574231796927183,0.007339424243960201,100
US Power Grid,seamless,9.0,0.03132168494842422,0.0009197612405021849,9.197612405021852e-05,0.0021640109487078107,0.0003337092610074694,3.337092610074694e-05,0.030763521545374806,0.0017508900538632161,0.039596964629789594,0.0020980253860449012,0.04621007841473425,0.0028908323651684305,0.05245599008805734,0.003081484403732324,0.09705800489868623,0.024626507076782492,0.033043865508795324,0.007778195980929198,100
US Power Grid,seamless,10.0,0.030576301709501482,0.0007609501362655084,7.609501362655084e-05,0.002072259065125461,0.0003713779874715817,3.7137798747158184e-05,0.0300780868098108,0.0013461547153700527,0.03868139498158703,0.0022013973790445808,0.04500437565893877,0.002594255870178549,0.0508089981597144,0.0029787834695277483,0.09232826764640388,0.021471175074842096,0.03336534179470047,0.007712222468940915,100
US Power Grid,seamless,11.0,0.030067911191795197,0.0008585649255489884,8.585649255489886e-05,0.0021339077279971105,0.0003804110129339022,3.804110129339022e-05,0.02938411131995634,0.0015248024518653399,0.03829344801696336,0.002119491527734654,0.044227641288794584,0.00268001735223819,0.05105710953546248,0.002997397151046436,0.09589470607882428,0.0241742986695588,0.03211840347361385,0.007698637439889662,100
US Power Grid,seamless,12.0,0.029467514727431005,0.0009041249668236668,9.041249668236668e-05,0.002092356484753802,0.0003212747396751343,3.212747396751343e-05,0.028898716588437238,0.001539850716412528,0.03711629734994648,0.002381012960249437,0.04339684150165396,0.0026713617883816145,0.05017436690084708,0.0030711818914919004,0.09896543086172342,0.02543677981532439,0.032108661767980363,0.00730174480889095,100
US Power Grid,seamless,13.0,0.029167290668666256,0.0008544928249543428,8.54492824954343e-05,0.002020631523041367,0.00031090734008964175,3.109073400896418e-05,0.02815414210792702,0.0015028468324542452,0.037257564975987846,0.0021004163809282927,0.04264521459436154,0.002460639874397336,0.049762505394839875,0.0031056538783353475,0.09067120351814736,0.020437699155334166,0.03070585615675792,0.007363918256239996,100
US Power Grid,seamless,14.0,0.02857197505909535,0.000778564913258081,7.785649132580809e-05,0.002104981141989052,0.0003288078844272989,3.28807884427299e-05,0.027668706598470462,0.0013996505007540243,0.036103820397958265,0.0020387954814931435,0.04219598044776863,0.0026541810187620833,0.04872008608107092,0.00333693819908257,0.09543782008461363,0.024393521666299867,0.029946003117345764,0.007294783496849981,100
US Power Grid,seamless,15.0,0.028446118800293817,0.0007230032313425034,7.230032313425036e-05,0.002042927252579069,0.00029891257599837863,2.989125759983786e-05,0.027598628740688594,0.0012690417294034695,0.03597997036278855,0.0018619318497110128,0.041200565124691495,0.002587019381107659,0.049242405004437335,0.003196825167515345,0.09530421955021148,0.022981650011323497,0.032449621465152484,0.006820873583372582,100
US Power Grid,seamless,16.0,0.028164346309643404,0.0007417691895405678,7.417691895405672e-05,0.0021012514038505122,0.00033508475513624035,3.350847551362403e-05,0.027083525704528842,0.0013529212745804523,0.035487882785910224,0.001866935193019672,0.04166064649054233,0.0024287079538419893,0.04896584934931112,0.003242693209543965,0.09835045090180357,0.023461606510137952,0.029731685593409,0.006779690983553146,100
US Power Grid,seamless,17.0,0.02805865335875982,0.0006516204870175801,6.516204870175805e-05,0.002018732693032701,0.00028483696750111894,2.848369675011189e-05,0.0270280922800826,0.0013896413414471599,0.03577938610603635,0.0018409626794731132,0.041142510436696325,0.0024776663624489245,0.04845854028726768,0.003175687872387946,0.0926828657314629,0.018498403624354138,0.03040386328211975,0.007740658564031325,100
