label,protocol,m,mean_AUC_S1,sd_AUC_S1,sem_AUC_S1,mean_AUC_S2,sd_AUC_S2,sem_AUC_S2,mean_p_LCC_0_5,sd_p_LCC_0_5,mean_p_LCC_0_25,sd_p_LCC_0_25,mean_p_LCC_0_1,sd_p_LCC_0_1,mean_p_LCC_0_05,sd_p_LCC_0_05,mean_max_S2_over_N,sd_max_S2_over_N,mean_p_at_max_S2,sd_p_at_max_S2,n
EU Power Grid,seamless,7.0,0.020945417990069787,0.0009888158342646733,9.888158342646733e-05,0.0024105541524720984,0.0006235588481537324,6.235588481537325e-05,0.02025922356113411,0.0019618687191587966,0.024482471177212174,0.0020720756319721058,0.03169143811847296,0.0019316430314634063,0.04169095080202896,0.0025999297419393537,0.1779047982885085,0.060403040647553,0.022815556234718776,0.003658271406709724,100
EU Power Grid,seamless,8.0,0.01996508541391425,0.0009467545776088942,9.46754577608894e-05,0.0024147882506642877,0.0006782802930605053,6.782802930605054e-05,0.018925847473290743,0.001976323705829397,0.023475101588913506,0.0018875519938420897,0.030334689574663672,0.0018139521424517919,0.04049113321445096,0.002746828283852559,0.18563852383863075,0.07036139956911297,0.021514364303178435,0.004082514554673569,100
EU Power Grid,seamless,9.0,0.019059651849843914,0.001011781344092514,0.00010117813440925144,0.0025797395059622597,0.0007556628615259883,7.556628615259884e-05,0.01780498823722091,0.002337715339474606,0.022079856955217202,0.0019458155646255339,0.02939003481086423,0.0016522298646754656,0.03944685681969661,0.0026271662596274894,0.2049837255501222,0.07652220994290813,0.019716534229828803,0.0037812952173315977,100
EU Power Grid,seamless,10.0,0.018652272498959396,0.0008051109761874668,8.051109761874664e-05,0.0024465869800010774,0.0005453499074157731,5.453499074157732e-05,0.017612696352632223,0.001725981788964363,0.0215056080949252,0.0015856997737618227,0.028788528438237558,0.0017353233761481885,0.03885436294065053,0.00255528493475465,0.19323128056234712,0.060047591134879647,0.019378820293398484,0.0030262713161192706,100
EU Power Grid,seamless,11.0,0.01806822255315339,0.000874457870313948,8.744578703139486e-05,0.002518991569341019,0.0005949513010236446,5.9495130102364475e-05,0.016750314482880793,0.0020395618884764,0.020883197336709375,0.0018245931777042363,0.027908235293920582,0.0016225879367628721,0.03790382090724424,0.0023570203297758868,0.19771852078239605,0.06592605414030181,0.018455073349633207,0.0033976156216611337,100
EU Power Grid,seamless,12.0,0.017725529181857488,0.0008614745133462782,8.614745133462782e-05,0.0025497300096375864,0.0006965401292569981,6.965401292569981e-05,0.016075027201833618,0.002031077081396366,0.020691487705961405,0.0016864487216558845,0.02748942530784234,0.0014744657056495352,0.03736875560567279,0.002265470534872666,0.20367176039119797,0.0757986274468627,0.01801803178484102,0.003703121810416482,100
EU Power Grid,seamless,13.0,0.017407586133605216,0.0008017343260985953,8.017343260985955e-05,0.002552617933111038,0.0006226594983245783,6.226594983245782e-05,0.015997085541078187,0.001976554724194796,0.01991220260511481,0.0013258436660743321,0.02686170092264008,0.0014561727781564281,0.037087921437813254,0.002231704314501086,0.22689142726161365,0.07196698728626996,0.01727307457212709,0.002933975984328086,100
EU Power Grid,seamless,14.0,0.017177030300297415,0.0007258773719050082,7.258773719050082e-05,0.0023921543316335844,0.0004963347037173048,4.96334703717305e-05,0.015818701666686988,0.0017237629496495996,0.019669742410899926,0.0015261311458709488,0.026323162357955288,0.0014944829760461925,0.037116596059886736,0.0022660901222369373,0.19927062958435202,0.0638224851950948,0.017422066014669876,0.0030161282182741976,100
EU Power Grid,seamless,15.0,0.016882848776441223,0.0008789213799025398,8.789213799025403e-05,0.0025375747455815226,0.000597398764213049,5.973987642130489e-05,0.015384563086083878,0.002040886122954079,0.01935383236966699,0.0014434559720754609,0.02596563854558914,0.001525075940962372,0.03648769844740592,0.002461119142979982,0.2122761308068459,0.06499984463589627,0.016756570904645426,0.003059545679282544,100
EU Power Grid,seamless,16.0,0.016662751107231186,0.0008933701881138656,8.933701881138656e-05,0.0025229283980342052,0.0006918004289268398,6.918004289268399e-05,0.014923995144579164,0.002238720019264418,0.019248562439489074,0.001538504767524009,0.025796723048346584,0.0012283367752835652,0.03625845112162866,0.0020409765749295535,0.21119185513447428,0.08153826931089088,0.016776436430317804,0.003756227508836015,100
EU Power Grid,seamless,17.0,0.016506875716655222,0.0008020890660087975,8.020890660087975e-05,0.002521491076859431,0.0005791710078404833,5.791710078404833e-05,0.014799367472545925,0.001807076569942551,0.018952373056745596,0.0013948775876758612,0.025640343509888468,0.0013504275888969709,0.03618378720685761,0.002395355893893816,0.2094194682151589,0.0679001276844598,0.016448655256723666,0.0032203474139697323,100
EU Power Grid,seamless,18.0,0.016386353615417258,0.0006757497438522917,6.757497438522921e-05,0.002492490566490651,0.0005358261334744932,5.3582613347449317e-05,0.014748416467719875,0.0016432074860280993,0.018724363702220394,0.0014743029505938528,0.025491039763332442,0.0011474887191678634,0.035802446428468096,0.0022759071949423194,0.20707403728606352,0.07309599699436556,0.016041411980440047,0.0028000826105284977,100
