node,adap_degree,betweenness,degree,random,seamless_mavg
115,0.12392825488997554,0.3553636919315403,0.07303636919315402,0.5018219743276283,0.17433838630806842
116,0.7295789272616136,0.6645476772616137,0.3427338019559902,0.4830532548899755,0.6517516045232272
117,0.35421042176039114,0.6779721882640586,0.0730440097799511,0.47491923899755495,0.25830017191320287
118,0.752257716992665,0.33018031784841073,0.07305165036674816,0.4739640128361858,0.6618059061735941
119,0.3784407090464547,0.4814257334963325,0.34274144254278727,0.5329709657701711,0.4060657052261612
120,0.019962255501222492,0.14708129584352078,0.018069987775061122,0.48797738386308065,0.05036028422982884
121,0.6597131723716381,0.7303025672371637,0.7407854523227383,0.4896161369193153,0.6619088019559902
122,0.7358429095354522,0.18217451100244497,0.3427490831295843,0.5499501833740831,0.6891188989914425
123,0.03894009779951099,0.11749694376528116,0.02647463325183374,0.48753698044009774,0.06502889287897308
124,0.7275849633251834,0.7303102078239608,0.7407930929095354,0.45457808679706596,0.7007567657396088
125,0.6483183832518337,0.7093444376528116,0.3427567237163814,0.47613630806845963,0.6556714051039119
126,0.029350550122249387,0.005203239608801955,0.026482273838630804,0.4941883404645476,0.05388466534229828
127,0.5605729676039118,0.5628973105134474,0.34276436430317847,0.4945113080684596,0.5412171836797065
128,0.45099816625916866,0.5804783007334963,0.3427720048899755,0.5319437652811736,0.47069671454767725
129,0.6218311430317848,0.7303178484107579,0.7408007334963325,0.5513222799511002,0.6244021164425427
130,0.7291287438875305,0.6603606356968215,0.3427796454767726,0.5082564944987774,0.6890675771699267
131,0.11904286369193152,0.5038814180929095,0.07305929095354523,0.49717321210268944,0.2241115525672371
132,0.510093520782396,0.5804859413202933,0.3427872860635697,0.5598544468215159,0.4727292901894865
133,0.5925905409535451,0.7303254889975549,0.7408083740831295,0.5369648533007335,0.6223615945904645
134,0.4373111246943765,0.5804935819070904,0.3427949266503667,0.4830095507334963,0.3952341878056234
135,0.6343737775061123,0.730333129584352,0.7408160146699266,0.4470549358190709,0.6560636346271392
136,0.6625243734718826,0.7303407701711491,0.7408236552567237,0.5283979217603911,0.6589687614608801
137,0.27655898533007334,0.29315403422982883,0.041045232273838626,0.49621378361858187,0.32953868429095345
138,0.7234301650366747,0.7303484107579461,0.7408312958435207,0.5133107426650366,0.727678403881418
139,0.035537438875305624,0.23325947432762834,0.02648991442542787,0.4361962866748166,0.07815950871026896
140,0.5754443765281173,0.5805012224938875,0.3428025672371638,0.49160100855745714,0.5564286865831296
141,0.6703426039119804,0.43989150366748164,0.3428102078239608,0.5163793551344742,0.660772490067237
142,0.5446321821515893,0.5805088630806845,0.3428178484107579,0.46489341381418087,0.5565124388753057
143,0.04771783312958435,0.45288814180929093,0.04105287286063569,0.48583542176039113,0.23539346729828856
144,0.21236033007334962,0.5413584963325183,0.07306693154034229,0.45867947738386305,0.24443175427872857
