seamless_id,original_id,lat,lon
1,FRA.4_1_2,48.6137864,2.1219132
2,FRA.4_1_23,48.5497316,2.3124135
3,FRA.4_1_30,48.665060851253834,2.208354830377909
4,FRA.6_1_239,48.77615440000001,2.6532226
5,FRA.7_1_0,49.06874009999999,2.5267955
6,FRA.7_1_2,49.11289579999999,2.3788724
7,FRA.7_1_28,48.9666892,2.6309350027300127
8,FRA.7_1_3,49.183061300000006,2.3772779021766004
9,FRA.7_1_329,49.148385399999995,2.2608694
10,FRA.7_1_428,48.904402800001115,2.6635363768853044
11,FRA.7_1_44,49.15067299999999,2.2544272
12,FRA.7_1_5,49.0371212,2.4405479
13,FRA.7_1_538,49.1637049,2.2727086
14,FRA.7_1_593,49.150952800000006,2.2619111
15,FRA.7_1_985,49.19498542580427,2.2067220074910288
16,FRA.7_1_986,49.1516913,2.2604961999999995
17,FRA.8_1_0,48.74410069999999,2.2215255
18,FRA.8_1_1,48.7489011,2.2212896999999994
19,FRA.8_1_10,48.7753512,2.6527847999999996
20,FRA.8_1_1009,48.83266195,2.7338021021177643
21,FRA.8_1_101,49.12968180000001,2.264331283338904
22,FRA.8_1_1010,48.9249167,2.3384806
23,FRA.8_1_102,49.0432578,2.4353711
24,FRA.8_1_103,49.02570789999999,2.4243383
25,FRA.8_1_104,49.0263374,2.4224543
26,FRA.8_1_1047,48.7495806,2.1698723
27,FRA.8_1_105,49.0258836,2.4238419999999996
28,FRA.8_1_106,48.98358405000001,2.5216343175716847
29,FRA.8_1_107,48.94647257928791,2.3059632086768844
30,FRA.8_1_108,49.011050265993134,2.407186014503754
31,FRA.8_1_109,48.9773654,2.3553128301146433
32,FRA.8_1_11,48.77872202551339,2.649915797683823
33,FRA.8_1_110,48.90588974999999,2.6438186499999996
34,FRA.8_1_114,48.6324375,2.4069917
35,FRA.8_1_115,48.6469036,2.3943554500000026
36,FRA.8_1_116,48.61606308513502,2.429068016826522
37,FRA.8_1_119,48.5621201,2.6532403
38,FRA.8_1_12,48.7825274,2.6470858999999995
39,FRA.8_1_120,48.5648685,2.6473740999999995
40,FRA.8_1_121,48.7286045,2.6789747303437657
41,FRA.8_1_122,48.7283274,2.7250623
42,FRA.8_1_13,48.8965807,2.6636979
43,FRA.8_1_135,48.60704795,2.263226532823129
44,FRA.8_1_136,48.6273354,2.3498179275220794
45,FRA.8_1_137,48.90915880000001,2.205781947057431
46,FRA.8_1_138,48.89371840266691,2.1720365263782435
47,FRA.8_1_14,48.66172835,2.1894125875547426
48,FRA.8_1_141,48.743832299999994,2.2170703
49,FRA.8_1_142,48.74564195000001,2.178229008173315
50,FRA.8_1_143,48.782358899999984,2.6464333999999994
51,FRA.8_1_144,48.8997512,2.6632726
52,FRA.8_1_145,48.9017589,2.6598936999999996
53,FRA.8_1_146,48.90035569999999,2.6587791
54,FRA.8_1_147,48.8999834,2.659854
55,FRA.8_1_148,48.88013049999999,2.6650121
56,FRA.8_1_149,48.874402700000005,2.6553401451294145
57,FRA.8_1_15,48.6708144,2.2306739
58,FRA.8_1_16,48.69080263506401,2.2295759497979795
59,FRA.8_1_163,48.574536050000006,2.6803776999999993
60,FRA.8_1_167,49.0264651,2.422138
61,FRA.8_1_169,48.964847799999994,2.6250948999999997
62,FRA.8_1_17,48.705173633604225,2.253186771183751
63,FRA.8_1_170,48.953521,2.667714463874114
64,FRA.8_1_171,48.9882249,2.5480692
65,FRA.8_1_172,48.9159226,2.6909431
66,FRA.8_1_173,48.9167113,2.6922595
67,FRA.8_1_174,48.9165101,2.691294
68,FRA.8_1_175,48.9203807,2.6930788
69,FRA.8_1_18,48.77717614818205,2.6010050658282324
70,FRA.8_1_180,49.13177279999999,2.2611618999999994
71,FRA.8_1_181,49.13838069999999,2.264643599999999
72,FRA.8_1_182,48.550396,2.3079185
73,FRA.8_1_183,49.0466155,1.9960865000000003
74,FRA.8_1_184,48.971252699999994,2.0422521
75,FRA.8_1_185,49.055995499999995,1.9195092999999996
76,FRA.8_1_186,49.04987718833719,2.0595744581960163
77,FRA.8_1_19,48.77967459999999,2.6409434
78,FRA.8_1_190,48.9928433,1.8951176174963944
79,FRA.8_1_191,48.96938029999998,1.9133033
80,FRA.8_1_192,48.99014259999999,1.8868071
81,FRA.8_1_193,48.98380415,1.8556253472073223
82,FRA.8_1_197,48.96915299999999,1.9130394
83,FRA.8_1_2,48.67624450000048,2.229114082230627
84,FRA.8_1_20,48.593218151949614,2.431287344239798
85,FRA.8_1_204,48.9816814,1.8418966
