label,protocol,m,removed,p,mean_S1_over_N,sd_S1_over_N,sem_S1_over_N,mean_S2_over_N,sd_S2_over_N,sem_S2_over_N,n
EU Railways,adap_betweenness,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100
EU Railways,adap_betweenness,,50,0.000926011667747,0.9985700527826651,0.0001451926115430004,1.4519261154299364e-05,0.000205204185572718,9.083252444900822e-05,9.08325244490082e-06,100
EU Railways,adap_betweenness,,100,0.001852023335494,0.9971125104176314,0.000543847196279034,5.438471962790403e-05,0.000413371608482229,0.000292082839499883,2.9208283949988294e-05,100
EU Railways,adap_betweenness,,150,0.002778035003241,0.9953997592369664,0.0007135997901442145,7.135997901442199e-05,0.0007496990462079411,0.00033394030334872365,3.339403033487236e-05,100
EU Railways,adap_betweenness,,200,0.003704046670988,0.9941963144735624,0.0008314174734216115,8.314174734216292e-05,0.0007628484118899479,0.0003324660270498953,3.3246602704989533e-05,100
EU Railways,adap_betweenness,,250,0.004630058338735,0.992393369756459,0.0007585378814078437,7.5853788140786e-05,0.000855819983331753,0.00026153566469110356,2.6153566469110367e-05,100
EU Railways,adap_betweenness,,300,0.005556070006482,0.990226872858598,0.0010295371441224027,0.00010295371441223965,0.000947309936105161,0.0002631874188636594,2.6318741886365937e-05,100
EU Railways,adap_betweenness,,350,0.006482081674229,0.9875716270025002,0.001620060431472477,0.0001620060431472481,0.001087693304935608,0.0005528242104591084,5.528242104591084e-05,100
EU Railways,adap_betweenness,,400,0.0074080933419761,0.98458857301602,0.0024465196044502935,0.00024465196044502866,0.001405315306972834,0.0009769828662488972,9.769828662488971e-05,100
EU Railways,adap_betweenness,,450,0.0083341050097231,0.9813832762292805,0.003432562228194698,0.00034325622281946905,0.0019592554866190927,0.0022469972117665285,0.00022469972117665284,100
EU Railways,adap_betweenness,,500,0.0092601166774701,0.9787732197425687,0.0034606541325428283,0.0003460654132542827,0.002190943605889391,0.0022533504106303642,0.00022533504106303642,100
