network,R2,coef_degree,coef_betweenness
eu_powergrid,0.5452122159374992,-0.10697251703786728,2.096718477653095
eu_railways,0.3688549262267893,-0.10623758803284788,-0.06163398647607805
us_airlines,0.812554267155836,-0.005123740909675454,8.027584057305138
us_powergrid,0.5936706223384374,-0.10405409787947267,2.9351427164958106
