label,protocol,m,stochastic_id,AUC_S1,AUC_S2,p_LCC_0.5,p_LCC_0.25,p_LCC_0.1,p_LCC_0.05,max_S2_over_N,p_at_max_S2
EU Railways,adap_degree,,1,0.031105047478742154,0.0017880017065231239,0.03266811017785894,0.03933075091187946,0.04484722389311887,0.049112697500191524,0.0639503657746087,0.0361144550421335
EU Railways,adap_degree,,2,0.030188656934165923,0.002114485346099012,0.03177185744041343,0.03657141521339304,0.040387809906812955,0.044137706181480024,0.1013427169182331,0.0324104083711454
EU Railways,adap_degree,,3,0.030369743279193062,0.0025933291608071216,0.030375007285959328,0.03910405914549767,0.0456773864675453,0.048146569957879096,0.095805167145106,0.0305583850356514
EU Railways,adap_degree,,4,0.02923511959317632,0.0030043620646110327,0.03039398099338235,0.03639965947174625,0.040548161559267416,0.04592458800355027,0.138290582461339,0.0370404667098805
EU Railways,adap_degree,,5,0.029416668986912226,0.00198471165798267,0.03190115572924272,0.03566064139441224,0.037495497323649,0.041121081437314404,0.1099546254282804,0.0361144550421335
EU Railways,adap_degree,,6,0.029864179838994632,0.0028232585696317193,0.03255980996517861,0.037439703659013626,0.04070764282455646,0.04571166470743326,0.126178349847208,0.0379664783776275
EU Railways,adap_degree,,7,0.029993816327493573,0.002115342843707817,0.03309084924747229,0.03728376860145118,0.040898338459560445,0.0481999324113993,0.1161959440688952,0.0379664783776275
EU Railways,adap_degree,,8,0.029237143287533095,0.0022003723065967783,0.03222330465933545,0.03998940177222142,0.04150755018509295,0.044092283224365536,0.0663024354106861,0.0333364200388924
EU Railways,adap_degree,,9,0.029028462669454653,0.0031349418004796605,0.03187964848008539,0.03516731582089662,0.04069559010648326,0.044963151538745146,0.1938327622928048,0.0324104083711454
EU Railways,adap_degree,,10,0.029487275340021105,0.003054045476065113,0.02947374801967672,0.0366921600484893,0.040927585786157024,0.04602935704444158,0.1761644596721918,0.0296323733679044
EU Railways,adap_degree,,11,0.028831632668329867,0.0022349294602315643,0.033238285096459194,0.03406666330719954,0.03621384017717008,0.0396360694999457,0.1042689137883137,0.0342624317066395
EU Railways,adap_degree,,12,0.02949218022634347,0.002311726946076015,0.02942585761063702,0.039875959399367646,0.04136740219567897,0.04316219412193903,0.0710806556162607,0.0407445133808686
EU Railways,adap_degree,,13,0.02876332440881256,0.003203541609183947,0.03168135293544087,0.03379050485339922,0.03977444873086945,0.048203424436318594,0.2262616908973053,0.0324104083711454
EU Railways,adap_degree,,14,0.028868522215460594,0.0025945811073159715,0.02939128421104497,0.03317454327320411,0.04259199744348149,0.04543971323302736,0.1492175201407537,0.0333364200388924
EU Railways,adap_degree,,15,0.029711167965679727,0.0026949940773068745,0.031012507906581346,0.034843209181654775,0.04174632688867451,0.0474300669920634,0.1576997870173164,0.0314843967033984
EU Railways,adap_degree,,16,0.030584083381489623,0.002355133475033648,0.034534528016997454,0.03875137452375117,0.043347540430231,0.048025958160545605,0.0673210482452078,0.0361144550421335
EU Railways,adap_degree,,17,0.02903900989004294,0.0024565754421551193,0.031494757060853494,0.0371041408841225,0.042229347367554584,0.04572349458450016,0.1033243818872117,0.0379664783776275
EU Railways,adap_degree,,18,0.0309224690878757,0.002299344680604892,0.03225332098593163,0.04017107237134727,0.04571460618512438,0.04852938686530835,0.0631169552736364,0.0407445133808686
EU Railways,adap_degree,,19,0.02919042681780546,0.0028329997424677263,0.03134473630415403,0.03330759366535138,0.04143147312351785,0.04774547004975467,0.1828687841466802,0.0333364200388924
EU Railways,adap_degree,,20,0.03021254681754719,0.002199600558748855,0.03465212058212185,0.03873050825134331,0.04149611640300935,0.0435283808219394,0.0721733493842022,0.0388924900453745
