seamless_id,original_id,lat,lon
1,ALB_0,41.10466309999999,20.074645500000003
2,ALB_1,41.0537239,19.954486999999997
3,ALB_13,41.9526696,19.6323839
4,ALB_14,42.277108299999995,19.421682199999996
5,ALB_15,41.3176408,19.456527
6,ALB_19,40.6181298,19.475384199999997
7,ALB_20,41.2848357,19.514355599999995
8,ALB_21,41.256333700000006,19.5268202
9,ALB_22,41.3709832,19.5593361
10,ALB_23,40.831126100000006,19.56334979999999
11,ALB_24,40.8853625,19.5944881
12,ALB_25,41.4008267,19.6484188
13,ALB_27,40.996868199999994,19.6674049
14,ALB_28,41.079077600000005,19.6683491
15,ALB_29,41.4521983,19.6715666
16,ALB_3,41.05883119999999,19.8440646
17,ALB_30,41.580837300000006,19.6882755
18,ALB_31,41.6171453,19.7010609
19,ALB_32,41.6773248,19.7076407
20,ALB_35,40.60432310000001,19.7390326
21,ALB_36,41.358472299999995,19.740979300000003
22,ALB_37,41.0478298,19.7490141
23,ALB_38,40.6785038,19.4931306
24,ALB_4,41.1139652,19.607662
25,ALB_40,41.637864400000005,19.7005902
26,ALB_41,41.31013419999999,19.4917117
27,ALB_42,41.491370200000006,19.6622314
28,ALB_43,41.1770878,19.567492199999993
29,ALB_45,40.938772400000005,19.698681899999997
30,ALB_46,40.49396639999999,19.450552700000003
31,ALB_47,40.7300083,19.553013599999996
32,ALB_48,40.4664446,19.4810222
33,ALB_49,41.3164724,19.477218800000003
34,ALB_5,41.78063279999999,19.6384267
35,ALB_50,41.166313499999994,20.22112809999999
36,ALB_51,41.1867746,20.3130087
37,ALB_52,41.0601023,20.6341213
38,ALB_53,40.9321795,20.6387365
39,ALB_7,41.89975250000001,19.6504846
40,ALB_8,41.99301909999999,19.6124618
41,ALB_9,42.06119209999999,19.5277074
42,AUT_0,48.436593900000005,14.538274000000005
43,AUT_1,48.460847300000005,14.5217184
44,AUT_1002,47.1560935,9.8132959
45,AUT_101,48.1934649,15.1135858
46,AUT_1010,47.142403,9.8308193
47,AUT_1011,47.13637590000001,9.838768099999998
48,AUT_1012,47.1309945,9.853008799999998
49,AUT_1015,47.1099581,9.8661158
50,AUT_1017,47.09878599999999,9.8687695
51,AUT_1019,47.08553459999999,9.8879147
52,AUT_102,47.9429431,15.1140033
53,AUT_1020,47.079137200000005,9.9048325
54,AUT_1021,47.079700200000005,9.9170399
55,AUT_1027,47.2272577,9.5757053
56,AUT_103,48.05904450000001,15.131104000000002
57,AUT_1030,47.25644749999999,9.6152092
58,AUT_1031,47.2557223,9.6216721
59,AUT_1033,47.308714,9.6244044
60,AUT_1035,47.2942729,9.6345569
61,AUT_1037,47.3367659,9.636573599999997
62,AUT_1038,47.272313399999994,9.637328899999996
63,AUT_1040,47.22001219999999,9.6389155
64,AUT_1047,47.2554981,9.5979172
65,AUT_1049,47.240901400000006,9.6043297
66,AUT_105,48.10318849999999,15.1326633
67,AUT_106,48.0390128,15.1403569
68,AUT_1060,47.40763259999999,9.6545874
69,AUT_1061,47.477682400000006,9.7242958
70,AUT_1063,47.4798456,9.689219999999995
71,AUT_1065,47.4807898,9.7157207
72,AUT_1067,47.48663159999999,9.6717171
73,AUT_1068,47.4934778,9.7211612
74,AUT_107,48.1322211,15.142512399999998
75,AUT_1070,47.50286310000001,9.739902399999998
76,AUT_1073,47.50621419999999,9.748596399999998
77,AUT_1076,47.5062844,9.6694435
78,AUT_1077,47.5293863,9.7424389
79,AUT_108,48.14357880000001,15.1571239
80,AUT_1088,47.131614500000005,10.121246
81,AUT_109,48.207950499999995,15.158850300000005
82,AUT_1090,47.1273823,10.267319099999996
83,AUT_1097,47.549685,10.6319718
84,AUT_1098,47.5429925,10.6644896
85,AUT_1099,47.53151319999999,10.672758399999998
86,AUT_11,47.59064140000001,14.358941000000002
87,AUT_110,48.20818819999999,15.2163297
88,AUT_1107,47.1481452,10.5780276
89,AUT_1110,47.1972355,10.660658199999997
90,AUT_1111,47.21121139999999,10.705897299999998
91,AUT_1112,47.2188476,10.7627155
92,AUT_1115,47.238500300000005,10.8595838
93,AUT_1118,47.2527952,10.8896755
94,AUT_1121,47.2701719,10.936899500000004
95,AUT_1124,47.27555379999998,10.960700500000002
96,AUT_1125,47.2818917,10.979476900000002
97,AUT_1129,47.215788200000006,10.8174319
98,AUT_1143,47.2920422,11.0240887
99,AUT_1144,47.300664000000005,11.0786465
100,AUT_1147,47.30198379999999,11.0955213
101,AUT_1148,47.2890409,11.1429264
102,AUT_1149,47.2812855,11.1705606
103,AUT_115,48.763653700000006,15.0843544
104,AUT_1151,47.3288633,11.189425299999998
105,AUT_1153,47.301048300000005,11.2006343
106,AUT_1154,47.2658813,11.2297563
107,AUT_1158,47.280977400000005,11.249443299999998
108,AUT_1161,47.2612402,11.276516399999997
109,AUT_1163,47.2556998,11.3212197
110,AUT_1169,47.277733199999986,11.199159600000002
111,AUT_117,48.7531286,15.1732138
112,AUT_1171,47.2696198,11.328709299999998
113,AUT_1178,47.29078069999999,11.221999599999998
114,AUT_1185,47.261475700000005,11.3737254
115,AUT_1187,47.25554980000001,11.3911694
116,AUT_119,48.745887800000006,15.2670529
117,AUT_1191,47.2464939,11.3935738
118,AUT_1195,47.253465000000006,11.3976701
119,AUT_1198,47.246833200000005,11.3998662
120,AUT_12,48.28463789999998,14.3611785
121,AUT_1202,47.2620037,11.4002608
122,AUT_121,48.715665599999994,15.3302272
123,AUT_1213,47.272804400000005,11.4069967
124,AUT_1218,47.2691169,11.353455999999998
125,AUT_1220,47.27659350000001,11.887413400000002
126,AUT_1221,47.2926069,11.8759807
127,AUT_1224,47.29596119999999,11.5639588
128,AUT_1229,47.30302380000001,11.8731586
129,AUT_123,48.729738100000006,15.3943491
130,AUT_1230,47.31606019999999,11.6346127
131,AUT_1232,47.32413139999999,11.6773878
132,AUT_1233,47.3263523,11.865269199999997
133,AUT_1236,47.33340980000001,11.8617765
134,AUT_1238,47.344750999999995,11.8532034
135,AUT_124,48.3417067,15.403504900000003
136,AUT_1240,47.3496895,11.701645599999996
137,AUT_1244,47.3021644,11.5888754
138,AUT_125,48.3199603,15.404836300000005
139,AUT_1252,47.3653047,11.7261746
140,AUT_1253,47.3777717,11.843746399999995
141,AUT_1254,47.38819099999999,11.7782874
142,AUT_126,48.3933628,15.525149900000002
143,AUT_1260,47.39090029999999,11.8009259
144,AUT_1263,47.3952998,11.8183601
145,AUT_1264,47.403492500000006,11.8201746
146,AUT_1266,47.4142646,11.762958499999996
147,AUT_1267,47.4258823,11.7296929
148,AUT_1268,47.4348964,11.880583099999996
149,AUT_127,48.748499999999986,15.5395929
150,AUT_1270,47.4392486,11.8961281
151,AUT_1272,47.423028,11.7478275
152,AUT_1277,47.397987,11.775581
153,AUT_1278,47.3629495,11.8518399
154,AUT_128,48.391648800000006,15.546821600000005
155,AUT_129,48.4088718,15.604992000000005
156,AUT_1290,47.4218021,11.753773
157,AUT_1292,46.7425177,12.3955146
158,AUT_1294,46.7456299,12.4250121
159,AUT_1296,46.745897600000006,12.444445600000002
160,AUT_1297,47.4758141,11.9818333
161,AUT_1298,47.492006700000005,12.060937699999998
162,AUT_13,48.2652125,14.440744700000003
163,AUT_1303,47.5195799,12.0938564
164,AUT_1305,47.4867518,12.1093339
165,AUT_1306,47.5458809,12.1094087
166,AUT_1309,47.5587689,12.1253421
167,AUT_131,48.38460119999999,15.605708900000003
168,AUT_1310,47.45531989999999,12.1490164
169,AUT_1313,47.4467767,12.1588235
170,AUT_1314,47.58337159999999,12.165535
171,AUT_132,48.3732327,15.615813800000003
172,AUT_133,48.3516816,15.6158303
173,AUT_1333,47.438879099999994,12.1867614
174,AUT_1335,47.251094300000005,12.282176899999998
175,AUT_1336,47.2526552,12.2982223
176,AUT_1338,47.257097599999994,12.318462799999995
177,AUT_134,48.60987600000001,15.657774899999998
178,AUT_1340,47.2673944,12.338008099999998
179,AUT_1342,47.269665100000005,12.3446246
180,AUT_1345,47.272334400000005,12.3545505
181,AUT_1347,47.2729579,12.3741675
182,AUT_1349,47.2772859,12.3885788
183,AUT_135,48.7423477,15.670323600000003
